classification_id,user_name,user_id,workflow_id,task,created_at,subject_id,extractor,data.text,data.gold_standard,data.aggregation_version
363230176,ZareenK,2293010.0,16423,T2,2021-09-28 01:34:46 UTC,50837426,text_extractor,"That the said property shall not be sold, leased or rented to any negro person of African descent.",False,3.6.0
363230176,ZareenK,2293010.0,16423,T4,2021-09-28 01:34:46 UTC,50837426,text_extractor,"June 12, 1941",False,3.6.0
364225436,carrie.wilson,2352207.0,16423,T2,2021-10-01 18:32:08 UTC,50614998,text_extractor,"Witnesseth, that the said first party, in consideration of the sum of $10.00 and other valuable cash considerations to it in hand paid, the receipt of which is hereby acknowledged, does hereby bargain, sell and convey, to the second part, his heirs and assigns, subject to the terms and conditions hereinafter contained, the exclusive right of interment of the dead of the white race in: 

Lot No 54 Block 3 Section 4, Grave sites 1-2-3-4

as appears from a certain map of Woodlawn Memorial Park, dated July 1947, and recorded in the office of the Register of Deeds of Durham County, North, Carolina in map Book ___ at page ___.

And second party, as evidence by acceptance of this indenture, expressly agrees as a part of the consideration for this conveyance, that said property shall be used solely as a place for the burial of the dead of the white race, and that right of interment in lot __, or any part thereof, shall not be sold or conveyed to any person or persons of African descent, nor shall any portion of said lot be used for the burial of any person of African descent and in event of the violation of this condition, the right of interment in said lot shall thereupon revert to and become vested in the first party, its successors or assigns.",False,3.6.0
364225436,carrie.wilson,2352207.0,16423,T4,2021-10-01 18:32:08 UTC,50614998,text_extractor,,False,3.6.0
364225815,carrie.wilson,2352207.0,16423,T2,2021-10-01 18:34:19 UTC,50614642,text_extractor,The property herein conveyed is sold subject to a restriction that same shall never be owned or occupied by Negroes.,False,3.6.0
364225815,carrie.wilson,2352207.0,16423,T4,2021-10-01 18:34:19 UTC,50614642,text_extractor,,False,3.6.0
364226867,carrie.wilson,2352207.0,16423,T2,2021-10-01 18:40:04 UTC,50989378,text_extractor,"Third: That the premises shall not be owned or occupied by negroes or persons of negro blood, provided that this shall not be construed to prevent the living upon the premises of any negro who is employed for domestic purposes by the occupants of the dwelling on said land.

...

Fifth: All covenants binding upon the parties of the second part or their successors, heirs and assigns, except the third covenant concerning the occupation of the premises by negroes or persons of negro blood, shall conclude and expire January 1, 1963, and that all covenants on the part of the parties of the second part shall be binding upon the said parties of the second part, their heirs, assigns, executors and administrators.",False,3.6.0
364226867,carrie.wilson,2352207.0,16423,T4,2021-10-01 18:40:04 UTC,50989378,text_extractor,The ellipse between covenants three and five indicates the exclusion of transcribing covenant four because it is irrelevant to the racial covenants.,False,3.6.0
364227708,carrie.wilson,2352207.0,16423,T2,2021-10-01 18:43:58 UTC,50837184,text_extractor,"3. No property or building shall be owned or occupied by the African race, except such buildings as may be constructed by the owners and residents of the property, for the use of their servants.",False,3.6.0
364227708,carrie.wilson,2352207.0,16423,T4,2021-10-01 18:43:58 UTC,50837184,text_extractor,,False,3.6.0
364228068,carrie.wilson,2352207.0,16423,T2,2021-10-01 18:46:06 UTC,50614945,text_extractor,,,3.6.0
364228068,carrie.wilson,2352207.0,16423,T4,2021-10-01 18:46:06 UTC,50614945,text_extractor,,False,3.6.0
364229360,carrie.wilson,2352207.0,16423,T2,2021-10-01 18:52:33 UTC,50723373,text_extractor,"Seventh: That the premises shall not be occupied by negroes or persons with negro blood; provided that this shall not be construed to prevent the living upon the premises of any negro servant whose time is employed for domestic purposes by the occupants of the dwelling house, together with the family of such servant.",False,3.6.0
364229360,carrie.wilson,2352207.0,16423,T4,2021-10-01 18:52:33 UTC,50723373,text_extractor,,False,3.6.0
364231063,carrie.wilson,2352207.0,16423,T2,2021-10-01 18:58:22 UTC,51716906,text_extractor,"THIRD: That the premises shall not be occupied by negroes or persons with negro blood; provided that this shall not be construed to prevent the living upon the premises of any negro who is employed for domestic purposes by the occupants of the dwelling house on said land.
...
SEVENTH: All covenants binding upon the parties of the second part, except the third covenant concerning the occupation by negroes or persons of negro blood, shall conclude and expire January 1st, 1948, and that all covenants on the part of the parties of the second part shall be covenants running with the land and shall be binding upon the said parties of the second part, their heirs, assigns, executors and administrators.",False,3.6.0
364231063,carrie.wilson,2352207.0,16423,T4,2021-10-01 18:58:22 UTC,51716906,text_extractor,My ellipses in this transcription indicates the exclusion of irrelevant covenants.,False,3.6.0
364817566,carrie.wilson,2352207.0,16423,T2,2021-10-04 21:19:59 UTC,50615061,text_extractor,"PROVIDED HOWEVER, That said property shall be forever used by the City of Durham and its successors, as a playground or for Park and recreational purposes, to be known as Long Meadow Park, for the white people of Durham County, under such rules and regulations as may from time to time be prescribed by the governing body of the City of Durham. In the event the City of Durham, or its successors, shall cease to use the above described property for the purposes hereinbefore set forth for a period of three years, the City of Durham, or its successors, are hereby authorized and empowered to sell any part or all of the above mentioned land, and to donate the proceeds from sale of said land to such public charities as may be designated by the governing body of the City of Durham, or its successors.",False,3.6.0
364817566,carrie.wilson,2352207.0,16423,T4,2021-10-04 21:19:59 UTC,50615061,text_extractor,,False,3.6.0
364818332,carrie.wilson,2352207.0,16423,T2,2021-10-04 21:24:25 UTC,50837154,text_extractor,"THIRD: That the premises shall not be owned or occupied by negroes or persons of negro blood, provided that this shall not be construed to prevent the living upon the premises of any negro who is employed for domestic purposes by the occupants of the dwelling on said land.
...
FIFTH: All covenants binding upon the parties of the second part or their successors, heirs and assigns, except the third covenant concerning the occupation of the premises by negroes or persons of negro blood, shall conclude and expire January 1, 1963, and that all covenants on the part of the parties of the second part shall be binding upon the said parties of the second part, their heirs, assigns, executors and administrators.",False,3.6.0
364818332,carrie.wilson,2352207.0,16423,T4,2021-10-04 21:24:25 UTC,50837154,text_extractor,My ellipses in this transcription indicates the exclusion of an irrelevant covenant.,False,3.6.0
364819402,carrie.wilson,2352207.0,16423,T2,2021-10-04 21:30:56 UTC,50723347,text_extractor,"Seventh: That the premises shall not be occupied by negroes or persons, with negro blood, provided that this shall not be construed to prevent the living upon the premises of any negro servant whose time is employed for domestic purposes by the occupants of the dwelling house, together with the family of such servant.",False,3.6.0
364819402,carrie.wilson,2352207.0,16423,T4,2021-10-04 21:30:56 UTC,50723347,text_extractor,,False,3.6.0
364819882,carrie.wilson,2352207.0,16423,T2,2021-10-04 21:33:18 UTC,50723136,text_extractor,Seventh: That the premises shall not be occupied by negroes or persons with negro blood; provided that this shall not be construed to prevent the living upon the premises of any negro servant whose time is employed for domestic purposes by the occupants of the dwelling house together with the family of such servant.,False,3.6.0
364819882,carrie.wilson,2352207.0,16423,T4,2021-10-04 21:33:18 UTC,50723136,text_extractor,,False,3.6.0
364820159,carrie.wilson,2352207.0,16423,T2,2021-10-04 21:34:28 UTC,50837004,text_extractor,,,3.6.0
364820159,carrie.wilson,2352207.0,16423,T4,2021-10-04 21:34:28 UTC,50837004,text_extractor,,False,3.6.0
364820500,carrie.wilson,2352207.0,16423,T2,2021-10-04 21:36:17 UTC,50614359,text_extractor,It is further understood and agreed that said lot shall never be owned or occupied by a colored person.,False,3.6.0
364820500,carrie.wilson,2352207.0,16423,T4,2021-10-04 21:36:17 UTC,50614359,text_extractor,,False,3.6.0
364820996,carrie.wilson,2352207.0,16423,T2,2021-10-04 21:38:30 UTC,50837085,text_extractor,"It is understood and agreed between the parties hereto and made a part of this deed that the lot herein described and conveyed shall never be owned or occupied by a colored person, and that the party of the second part will not dispose of the property to a colored person.",False,3.6.0
364820996,carrie.wilson,2352207.0,16423,T4,2021-10-04 21:38:30 UTC,50837085,text_extractor,,False,3.6.0
364821839,carrie.wilson,2352207.0,16423,T2,2021-10-04 21:42:30 UTC,50723147,text_extractor,,,3.6.0
364821839,carrie.wilson,2352207.0,16423,T4,2021-10-04 21:42:30 UTC,50723147,text_extractor,,False,3.6.0
364828966,not-logged-in-ba010e726e7e00c2fa75,,16423,T2,2021-10-04 22:23:03 UTC,50614905,text_extractor,"Third That the premises shall not be owned or occupied by negroes or persons of negro blood, provided that this shall not be construed to prevent the living upon the premise of any negro who is employed for domestic purposes by the occupants of the dwelling on said land. Fifth All Covenants binding upon the parties of the second part of their successors, heirs and assigns, except the third covenant concerning the occupation of the premises by negroes or persons of negro blood shall conclude and expire January 1, 1940 And that all covenants, on the part of the parties of the second part shall be covenants running with the lad and shall be binding upon said parties of the second part, their heirs, assigns executors, and administrators. ",False,3.6.0
364828966,not-logged-in-ba010e726e7e00c2fa75,,16423,T4,2021-10-04 22:23:03 UTC,50614905,text_extractor,,False,3.6.0
364829641,not-logged-in-d1b6922dee3162df407b,,16423,T2,2021-10-04 22:26:01 UTC,50837118,text_extractor,,,3.6.0
364829641,not-logged-in-d1b6922dee3162df407b,,16423,T4,2021-10-04 22:26:01 UTC,50837118,text_extractor,The deed includes the North West corner of the Mt. Olive colored Missionary Baptist Church but not explicit racial covenant.,False,3.6.0
364830808,not-logged-in-30cf1dd8822d2741adf8,,16423,T2,2021-10-04 22:31:09 UTC,50614626,text_extractor,That this property shall not be sold to anyone for the purpose of a home other than a member of the white race.,False,3.6.0
364830808,not-logged-in-30cf1dd8822d2741adf8,,16423,T4,2021-10-04 22:31:09 UTC,50614626,text_extractor,,False,3.6.0
364831151,not-logged-in-edf6c9a3ef8cf1d72a77,,16423,T2,2021-10-04 22:33:06 UTC,50723059,text_extractor,,,3.6.0
364831151,not-logged-in-edf6c9a3ef8cf1d72a77,,16423,T4,2021-10-04 22:33:06 UTC,50723059,text_extractor,,False,3.6.0
364833007,not-logged-in-0b97279c486b6ce32ab6,,16423,T2,2021-10-04 22:43:44 UTC,50615036,text_extractor,,,3.6.0
364833007,not-logged-in-0b97279c486b6ce32ab6,,16423,T4,2021-10-04 22:43:44 UTC,50615036,text_extractor,,False,3.6.0
364833314,not-logged-in-513c4e858a8b68cffa93,,16423,T2,2021-10-04 22:46:09 UTC,50722899,text_extractor,"1 NO property or building shall be owned or occupied by the colored race, except such buildings as may be constructed by the owners and residents of the property, for the use of their servants. ",False,3.6.0
364833314,not-logged-in-513c4e858a8b68cffa93,,16423,T4,2021-10-04 22:46:09 UTC,50722899,text_extractor,,False,3.6.0
364833498,not-logged-in-efe9eab66accee913351,,16423,T2,2021-10-04 22:47:21 UTC,50837490,text_extractor,,,3.6.0
364833498,not-logged-in-efe9eab66accee913351,,16423,T4,2021-10-04 22:47:21 UTC,50837490,text_extractor,,False,3.6.0
364834009,AlannaLouisa,2292990.0,16423,T2,2021-10-04 22:50:29 UTC,50723139,text_extractor,,,3.6.0
364834009,AlannaLouisa,2292990.0,16423,T4,2021-10-04 22:50:29 UTC,50723139,text_extractor,,False,3.6.0
364834186,AlannaLouisa,2292990.0,16423,T2,2021-10-04 22:51:38 UTC,51114673,text_extractor,,,3.6.0
364834186,AlannaLouisa,2292990.0,16423,T4,2021-10-04 22:51:38 UTC,51114673,text_extractor,,False,3.6.0
364834486,Arwagner,2182152.0,16423,T2,2021-10-04 22:53:23 UTC,51283941,text_extractor,"8. The lot hereby conveyed shall not be sold, transferred, conveyed, leased, or rented to persons of Negro blood, provided that this shall not be construed to prevent the living upon the premises of any Negro servant or servants whose time shall be employed for domestic purposes only by the owner or tenant thereof.",False,3.6.0
364834486,Arwagner,2182152.0,16423,T4,2021-10-04 22:53:23 UTC,51283941,text_extractor,Runs with the land with 2/3 vote removal,False,3.6.0
364834583,bonitadgreen,2365882.0,16423,T2,2021-10-04 22:53:57 UTC,51114690,text_extractor,"As a part of the consideration for this conveyance, that said property shall be used solely as a place for the burial of the dead of the white race, and that right of interment in lot...., or any part thereof, shall not be sold or conveyed to any person or persons of African descent, nor shall any portion of said lot...., be used for the burial of any person of African descent",False,3.6.0
364834583,bonitadgreen,2365882.0,16423,T4,2021-10-04 22:53:57 UTC,51114690,text_extractor,I was not able to use the copy and paste feature,False,3.6.0
364834763,achass,2149765.0,16423,T2,2021-10-04 22:55:02 UTC,51114833,text_extractor,"The lot hereby conveyed shall not be sold, transferred, conveyed, leased, or rented to persons of Negro Blood,
provided that this shall not be construed to prevent the living upon the premises of any Negro servant or servants
whose time shall be employed for domestic purposes only by the owner or tenant thereof.",False,3.6.0
364834763,achass,2149765.0,16423,T4,2021-10-04 22:55:02 UTC,51114833,text_extractor,,False,3.6.0
364834988,Arwagner,2182152.0,16423,T2,2021-10-04 22:56:32 UTC,50723137,text_extractor,,,3.6.0
364834988,Arwagner,2182152.0,16423,T4,2021-10-04 22:56:32 UTC,50723137,text_extractor,"""White oak""",False,3.6.0
364835001,AlannaLouisa,2292990.0,16423,T2,2021-10-04 22:56:41 UTC,50723275,text_extractor,"(3). No property or building shall be owned or occupied by the colored race, except such such buildings as may be constructed by the owners and residents of the property, for the use of their servants.
(13). It is expressly understood and agreed by the parties hereto, that all of the foregoing covenants, conditions and restrictions are for the protection and general welfare of the community and shall be covenants running with the land.",False,3.6.0
364835001,AlannaLouisa,2292990.0,16423,T4,2021-10-04 22:56:41 UTC,50723275,text_extractor,,False,3.6.0
364835014,not-logged-in-1b14781b87c846ff89fc,,16423,T2,2021-10-04 22:56:48 UTC,50614483,text_extractor,It is further understood and agreed that said lot shall never be owned or occupied by a colored person.,False,3.6.0
364835014,not-logged-in-1b14781b87c846ff89fc,,16423,T4,2021-10-04 22:56:48 UTC,50614483,text_extractor,,False,3.6.0
364835501,Arwagner,2182152.0,16423,T2,2021-10-04 23:00:19 UTC,50837202,text_extractor,"That the said property shall not be sold, leased or rented to any negro or person of African descent. ",False,3.6.0
364835501,Arwagner,2182152.0,16423,T4,2021-10-04 23:00:19 UTC,50837202,text_extractor,There may be a pagination issue. It seems to end mid-sentence,False,3.6.0
364835569,not-logged-in-a70f586eb12456663848,,16423,T2,2021-10-04 23:00:43 UTC,51114706,text_extractor,"7. The lot hereby conveyed shall not be sold, transferred, conveyed, leased, or rented to persons of Negro blood, provided that this shall not be constructed to prevent the living upon the premises of any negro servant or servants whose time shall be employed for domestic purposes only by the owner or tenant thereof.",False,3.6.0
364835569,not-logged-in-a70f586eb12456663848,,16423,T4,2021-10-04 23:00:43 UTC,51114706,text_extractor,,False,3.6.0
364836094,AlannaLouisa,2292990.0,16423,T2,2021-10-04 23:03:45 UTC,51716907,text_extractor,"And second parties as evidenced by the acceptance of this indenture, expressly agree as a part of the consideration for this conveyance, that said property shall be used solely as a place for the burial of the deed of the white race, and that right of interment in lot or any part thereof shall not be sold or conveyed to any person or persons of African descent, nor shall any portion of said lot be used for the burial of any person of African descent; and in event of the violation of this condition, the right of interment in said lot shall thereupon revert to and become vested in the first party, its successors or assigns.",False,3.6.0
364836094,AlannaLouisa,2292990.0,16423,T4,2021-10-04 23:03:45 UTC,51716907,text_extractor,,False,3.6.0
364836222,bonitadgreen,2365882.0,16423,T2,2021-10-04 23:04:27 UTC,50614549,text_extractor,,,3.6.0
364836222,bonitadgreen,2365882.0,16423,T4,2021-10-04 23:04:27 UTC,50614549,text_extractor,i did not find any racial covenants in this deed,False,3.6.0
364836297,achass,2149765.0,16423,T2,2021-10-04 23:04:50 UTC,50723282,text_extractor,,,3.6.0
364836297,achass,2149765.0,16423,T4,2021-10-04 23:04:50 UTC,50723282,text_extractor,,False,3.6.0
364836301,Arwagner,2182152.0,16423,T2,2021-10-04 23:04:51 UTC,50723242,text_extractor,"THIRD: That the premises shall not be occupied by negroes or persons of negro blood; provided that this shall not be construed to prevent the living
upon the premises of any negro who is employed for domestic purposes by the occupants of the dwelling house on said land.",False,3.6.0
364836301,Arwagner,2182152.0,16423,T4,2021-10-04 23:04:51 UTC,50723242,text_extractor,"This one allows other covenants to expire in 20 years, but requires that the racial covenant run indefinitely with the land. The irony is that 20 years later, the Supreme Court would decide Shelley v. Kraemer",False,3.6.0
364836337,TiaMHall,2180620.0,16423,T2,2021-10-04 23:05:01 UTC,50837231,text_extractor,,,3.6.0
364836337,TiaMHall,2180620.0,16423,T4,2021-10-04 23:05:01 UTC,50837231,text_extractor,,False,3.6.0
364836439,achass,2149765.0,16423,T2,2021-10-04 23:05:36 UTC,50723369,text_extractor,,,3.6.0
364836439,achass,2149765.0,16423,T4,2021-10-04 23:05:36 UTC,50723369,text_extractor,,False,3.6.0
364836574,not-logged-in-44f655d5518e52ae5ffb,,16423,T2,2021-10-04 23:06:33 UTC,50989277,text_extractor,"No part of the above described property shall be sold, rented or otherwise disposal to any person of African descent nor occupied by any person or persons of African descent except as a servant of a white person.",False,3.6.0
364836574,not-logged-in-44f655d5518e52ae5ffb,,16423,T4,2021-10-04 23:06:33 UTC,50989277,text_extractor,,False,3.6.0
364836585,Arwagner,2182152.0,16423,T2,2021-10-04 23:06:37 UTC,50837181,text_extractor,"Eighth: That the lot hereby conveyed shall not be sold, transferred, conveyed, leased or rented to persons of the negro blood, provided that this/not be construed to prevent the living upon the premises of any negro servant or servants whose time shall be employed for domestic purposes only by the occupants of the dwelling house.",False,3.6.0
364836585,Arwagner,2182152.0,16423,T4,2021-10-04 23:06:37 UTC,50837181,text_extractor,,False,3.6.0
364836727,AlannaLouisa,2292990.0,16423,T2,2021-10-04 23:07:29 UTC,50989494,text_extractor,"That the said property shall not be sold, leased, or rented toany negro or person of african descent. ",False,3.6.0
364836727,AlannaLouisa,2292990.0,16423,T4,2021-10-04 23:07:29 UTC,50989494,text_extractor,,False,3.6.0
364836842,carrie.wilson,2352207.0,16423,T2,2021-10-04 23:08:11 UTC,51492226,text_extractor,"That the said property shall not be sold, leased or rented to any negro or person of African descent.",False,3.6.0
364836842,carrie.wilson,2352207.0,16423,T4,2021-10-04 23:08:11 UTC,51492226,text_extractor,,False,3.6.0
364836931,johnkilleen,2171363.0,16423,T2,2021-10-04 23:08:41 UTC,51716554,text_extractor,"the public utilities companies shall have the right to cut or/and prune trees as necessary to install and maintain their lines along the rear within t.en feet of the easterly line of the premises, and the premises shall
be used and owned only by members of the white race. ",False,3.6.0
364836931,johnkilleen,2171363.0,16423,T4,2021-10-04 23:08:41 UTC,51716554,text_extractor,,False,3.6.0
364836958,bonitadgreen,2365882.0,16423,T2,2021-10-04 23:08:54 UTC,50837341,text_extractor,,,3.6.0
364836958,bonitadgreen,2365882.0,16423,T4,2021-10-04 23:08:54 UTC,50837341,text_extractor,,False,3.6.0
364836985,AlannaLouisa,2292990.0,16423,T2,2021-10-04 23:09:09 UTC,50723028,text_extractor,,,3.6.0
364836985,AlannaLouisa,2292990.0,16423,T4,2021-10-04 23:09:09 UTC,50723028,text_extractor,Cursive difficult to read and metadata is not correct transcription.,False,3.6.0
364837061,TiaMHall,2180620.0,16423,T2,2021-10-04 23:09:40 UTC,51492315,text_extractor,,,3.6.0
364837061,TiaMHall,2180620.0,16423,T4,2021-10-04 23:09:40 UTC,51492315,text_extractor,,False,3.6.0
364837246,carrie.wilson,2352207.0,16423,T2,2021-10-04 23:11:12 UTC,51716847,text_extractor,"That the said property shall not be sold, leased or rented to any negro or person of African descent.",False,3.6.0
364837246,carrie.wilson,2352207.0,16423,T4,2021-10-04 23:11:12 UTC,51716847,text_extractor,,False,3.6.0
364837310,bonitadgreen,2365882.0,16423,T2,2021-10-04 23:11:40 UTC,50722621,text_extractor,,,3.6.0
364837310,bonitadgreen,2365882.0,16423,T4,2021-10-04 23:11:40 UTC,50722621,text_extractor,,False,3.6.0
364837366,not-logged-in-a70f586eb12456663848,,16423,T2,2021-10-04 23:12:02 UTC,51716689,text_extractor,"That the premises shall not be occupied by negroes or persons with negro blood; provided that this shall not
be construed to prevent the living upon the premises of any negro servant whose time is employed for domestic purposes
by the occupants of the dwelling house, together with the family of such servant.",False,3.6.0
364837366,not-logged-in-a70f586eb12456663848,,16423,T4,2021-10-04 23:12:02 UTC,51716689,text_extractor,,False,3.6.0
364837453,TiaMHall,2180620.0,16423,T2,2021-10-04 23:12:38 UTC,51492560,text_extractor," The lot hereby conveyed shall not be sold, transferred, conveyed, leased, or rented to persons of Negro blood, provided that this shall not be con- strued to prevent the living upon the premises of any Negro servant or servants whose time shall be employed for domestic purposes only by the owner or tenant thereof.",False,3.6.0
364837453,TiaMHall,2180620.0,16423,T4,2021-10-04 23:12:38 UTC,51492560,text_extractor,,False,3.6.0
364837637,keelerco,2365883.0,16423,T2,2021-10-04 23:13:37 UTC,50837187,text_extractor,"(7) Said property shall not be occupied by any negro or person of African descent. Provided, however, that the owner of said property can permit any negro servant employed for domestic purposes by said owner, together with the family",False,3.6.0
364837637,keelerco,2365883.0,16423,T4,2021-10-04 23:13:37 UTC,50837187,text_extractor,,False,3.6.0
364837683,not-logged-in-a70f586eb12456663848,,16423,T2,2021-10-04 23:13:52 UTC,50723269,text_extractor,"No property or building shall be owned or occupied by the colored race, except such buildings as may be construed by the owners and residents of the property for the use of their servants.",False,3.6.0
364837683,not-logged-in-a70f586eb12456663848,,16423,T4,2021-10-04 23:13:52 UTC,50723269,text_extractor,,False,3.6.0
364838064,carrie.wilson,2352207.0,16423,T2,2021-10-04 23:15:55 UTC,50989486,text_extractor,"THIRD: That the premises shall not be occupied by negroes or persons with negro blood; provided that this shall not be construed to prevent the living upon the premises of any negro who is employed for domestic purposes by the occupants of the dwelling house on said land.
...
SEVENTH: All covenants binding upon the parties of the second part, except the third covenant concerning the occupation by negroes or persons of negro blood, shall conclude and expire January 1st, 1948, and that all covenants on the part of the parties of the second part shall be covenants running with the land and shall be binding upon the said parties of the second part, their heirs, assigns, executors and administrators.",False,3.6.0
364838064,carrie.wilson,2352207.0,16423,T4,2021-10-04 23:15:55 UTC,50989486,text_extractor,My ellipses in this transcription indicates the exclusion of irrelevant covenants.,False,3.6.0
364838114,not-logged-in-44f655d5518e52ae5ffb,,16423,T2,2021-10-04 23:16:10 UTC,51492067,text_extractor,"That this property shall not be sold to anyone for the purpose of a home other than a member of the white
race.",False,3.6.0
364838114,not-logged-in-44f655d5518e52ae5ffb,,16423,T4,2021-10-04 23:16:10 UTC,51492067,text_extractor,,False,3.6.0
364838138,bonitadgreen,2365882.0,16423,T2,2021-10-04 23:16:17 UTC,50836935,text_extractor,"And second party as evidenced by the acceptance of this indenture, expressly agrees as a part of the consideration for
this conveyance, that said property shall be used solely as a place for the burial of the dead of the white race, and
that right of interment in lot - or any part thereof shall not be sold or conveyed to any person or persons of African
descent, nor shall any portion of said lot be used for the burial of any person of African descent; and in event of the
violation of this condition, the right of interment in said lot shall thereupon revert to and become vested in the first
party, its successors or assigns.",False,3.6.0
364838138,bonitadgreen,2365882.0,16423,T4,2021-10-04 23:16:17 UTC,50836935,text_extractor,,False,3.6.0
364838223,drew-k,2365885.0,16423,T2,2021-10-04 23:16:39 UTC,50614810,text_extractor,,,3.6.0
364838223,drew-k,2365885.0,16423,T4,2021-10-04 23:16:39 UTC,50614810,text_extractor,,False,3.6.0
364838492,carrie.wilson,2352207.0,16423,T2,2021-10-04 23:18:00 UTC,51491978,text_extractor,,,3.6.0
364838492,carrie.wilson,2352207.0,16423,T4,2021-10-04 23:18:00 UTC,51491978,text_extractor,,False,3.6.0
364838511,TiaMHall,2180620.0,16423,T2,2021-10-04 23:18:05 UTC,50722929,text_extractor,"SECOND: That no part of any structure built upon said land
shall be nearer to the front property line thaN thirty-five feet. THIRD: That the
premises shall not be occupied by negroas or persons of negro blood; provided, that
this shall not be construed to prevent the living upon the premises of any negro who
is employed for domestio purposes by the occupants of the dwelling house on said land. All covenants binding upon the parties of the second part,
except the third covenant concerning the occupation by negroes or persons of negro blood, shall
conclude and expires January 1st, 1948, and that all covenants on the part of the parties of the
second par shall be covenants running with t the land and shall be binding upon the said parties
of the :second part, their heirs, assigns, executors, and administrators.",False,3.6.0
364838511,TiaMHall,2180620.0,16423,T4,2021-10-04 23:18:05 UTC,50722929,text_extractor,,False,3.6.0
364838518,keelerco,2365883.0,16423,T2,2021-10-04 23:18:07 UTC,50614369,text_extractor,,,3.6.0
364838518,keelerco,2365883.0,16423,T4,2021-10-04 23:18:07 UTC,50614369,text_extractor,"While there are no racial covenants in this document, I wanted to flag that there is other racialized language in describing the extent of the property:
""thence along said road as it meanders 16.92 chains to Northeast corner of colored church lot""",False,3.6.0
364838526,not-logged-in-44f655d5518e52ae5ffb,,16423,T2,2021-10-04 23:18:10 UTC,50837553,text_extractor,"This property shall be used for residential
purposes only, and buildings other than residence except garages or outhouses for
domestic purposes shall be built thereon, and said property shall not be owned or
occupied by a member of the negro race except such buildings as may be constructed by the owners and residence for the use of their servants.",False,3.6.0
364838526,not-logged-in-44f655d5518e52ae5ffb,,16423,T4,2021-10-04 23:18:10 UTC,50837553,text_extractor,,False,3.6.0
364838665,LTanya,2170255.0,16423,T2,2021-10-04 23:18:45 UTC,51716598,text_extractor,"That the said property shall not be sold, leased or rented to any Negro or person of African descent.",False,3.6.0
364838665,LTanya,2170255.0,16423,T4,2021-10-04 23:18:45 UTC,51716598,text_extractor,,False,3.6.0
364838790,libbymcclure,2365879.0,16423,T2,2021-10-04 23:19:20 UTC,50837544,text_extractor,It is further understood and agreed that said lot shall never be owned or occupied by a colored person.,False,3.6.0
364838790,libbymcclure,2365879.0,16423,T4,2021-10-04 23:19:20 UTC,50837544,text_extractor,,False,3.6.0
364838818,TiaMHall,2180620.0,16423,T2,2021-10-04 23:19:32 UTC,50614557,text_extractor,,,3.6.0
364838818,TiaMHall,2180620.0,16423,T4,2021-10-04 23:19:32 UTC,50614557,text_extractor,,False,3.6.0
364838884,not-logged-in-44f655d5518e52ae5ffb,,16423,T2,2021-10-04 23:20:00 UTC,50837471,text_extractor,"And second parties as evidenced by the acceptance of this indenture, expressly agree as a part of the consideration
for race, this and conveyance that right that of interment said property in lot shall or any be used part solely thereof, as shall a place not for be the sold burial or conveyed of the to dead any of person the white or
persons of African descent, nor shall any portion of said lot be used for the burial of any person of African descent;
and in event of the violation of this condition, the right of interment in said lot shall thereupon revert to and
become vested in the first party, its successors or assigns.",False,3.6.0
364838884,not-logged-in-44f655d5518e52ae5ffb,,16423,T4,2021-10-04 23:20:00 UTC,50837471,text_extractor,,False,3.6.0
364839081,TiaMHall,2180620.0,16423,T2,2021-10-04 23:21:05 UTC,50614586,text_extractor,,,3.6.0
364839081,TiaMHall,2180620.0,16423,T4,2021-10-04 23:21:05 UTC,50614586,text_extractor,,False,3.6.0
364839258,keelerco,2365883.0,16423,T2,2021-10-04 23:21:57 UTC,50836879,text_extractor,"It is expressly understood and agreed and hereby stipulated and made & condition of
this deed that no residence of dwelling house shall be built; on the lot hereby covyed to cost less than $2500.00 nor shall said residence or dwelling house, or any other building, be located nearer than 40 feet to the inside of sidewalk or property line along Club Boulevard. It is further stipulated that said lot shall never be owned or occupied by a colored person.",False,3.6.0
364839258,keelerco,2365883.0,16423,T4,2021-10-04 23:21:57 UTC,50836879,text_extractor,,False,3.6.0
364839285,libbymcclure,2365879.0,16423,T2,2021-10-04 23:22:02 UTC,50722633,text_extractor,It is further understood and agreed that said lot shall never be owned or occupied by a colored person.,False,3.6.0
364839285,libbymcclure,2365879.0,16423,T4,2021-10-04 23:22:02 UTC,50722633,text_extractor,,False,3.6.0
364839583,not-logged-in-c41244995aea9067498e,,16423,T2,2021-10-04 23:23:32 UTC,50615122,text_extractor," No property or building shall be owned or
occupied by the colored race except such buildings as maybe constructed by tRe owners and residents of the property for the use of their servants,",False,3.6.0
364839583,not-logged-in-c41244995aea9067498e,,16423,T4,2021-10-04 23:23:32 UTC,50615122,text_extractor,,False,3.6.0
364839633,TiaMHall,2180620.0,16423,T2,2021-10-04 23:23:49 UTC,50615129,text_extractor,,,3.6.0
364839633,TiaMHall,2180620.0,16423,T4,2021-10-04 23:23:49 UTC,50615129,text_extractor,,False,3.6.0
364839714,bonitadgreen,2365882.0,16423,T2,2021-10-04 23:24:15 UTC,50723311,text_extractor,"Seventh that the premises shall not be occupied by negroes or per
sons with negro blood provided that this shall not be construed to prevent the ixingx
liging upon the premises of any negro pa as servant whose time
is employed for domestic purposes by the occupants 'of the e lling house, toge ther with
the family of such servant.",False,3.6.0
