subject_id,workflow_id,task,reducer,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data.gold_standard,data.user_ids,data.aggregation_version
50836935,16423,T4,text_reducer,,,,,,,3.6.0
50836938,16423,T2,text_reducer,"[['And'], ['second'], ['part-'], ['as'], ['evidenced'], ['by'], ['the'], ['acceptance'], ['of'], ['this'], ['indenture'], ['expressly'], ['agree'], ['as'], ['a'], ['part'], ['of'], ['the'], ['consideration'], ['for'], ['this'], ['conveyance,'], ['that'], ['said'], ['property'], ['shall'], ['be'], ['used'], ['solely'], ['as'], ['a'], ['place'], ['for'], ['.burial'], ['of'], ['the'], ['dead'], ['of'], ['the'], ['white'], ['race'], ['and'], ['that'], ['right'], ['of'], ['interment'], ['in'], ['the'], ['lot'], ['or'], ['any'], ['part'], ['thereof,'], ['shall'], ['not'], ['be'], ['sold'], ['or'], ['conveyed'], ['to'], ['any'], ['person'], ['or'], ['persons'], ['of'], ['African'], ['descent.'], ['nor'], ['shall'], ['any'], ['portion'], ['of'], ['said'], ['lot'], ['be'], ['used'], ['for'], ['the'], ['burial'], ['of'], ['any'], ['person'], ['of'], ['African'], ['descent:'], ['and'], ['in'], ['the'], ['event'], ['of'], ['the'], ['violation'], ['of'], ['this'], ['condition,'], ['the'], ['right'], ['of'], ['interment'], ['in'], ['said'], ['lot'], ['shall'], ['thereupon'], ['*evert'], ['to'], ['and'], ['become'], ['vested'], ['in'], ['the'], ['first'], ['party,'], ['its'], ['successors'], ['or'], ['assigns.']]",1.0,1.0,"And second part- as evidenced by the acceptance of this indenture expressly agree as a part of the consideration for this conveyance, that said property shall be used solely as a place for .burial of the dead of the white race and that right of interment in the lot or any part thereof, shall not be sold or conveyed to any person or persons of African descent. nor shall any portion of said lot be used for the burial of any person of African descent: and in the event of the violation of this condition, the right of interment in said lot shall thereupon *evert to and become vested in the first party, its successors or assigns.",[False],[2328682.0],3.6.0
50836938,16423,T4,text_reducer,,,,,,,3.6.0
50836940,16423,T2,text_reducer,"[['And'], ['second'], ['parties'], ['as'], ['evidenced'], ['by'], ['the'], ['acceptance'], ['of'], ['this'], ['indenture,'], ['expressly'], ['agree'], ['as'], ['a'], ['part'], ['of'], ['the'], ['consideration'], ['for'], ['this'], ['conveyance,'], ['that'], ['said'], ['property'], ['shall'], ['be'], ['used'], ['solely'], ['as'], ['a'], ['place'], ['for'], ['the'], ['burial'], ['of'], ['the'], ['dead'], ['of'], ['the'], ['white'], ['race,'], ['and'], ['that'], ['right'], ['of'], ['interment'], ['in'], ['Lot'], ['or'], ['any'], ['part'], ['thereof,'], ['shall'], ['not'], ['be'], ['sold'], ['or'], ['conveyed'], ['to'], ['any'], ['person'], ['or'], ['persons'], ['of'], ['African'], ['descent,'], ['nor'], ['shall'], ['any'], ['portion'], ['of'], ['said'], ['lot'], ['be'], ['used'], ['for'], ['the'], ['burial'], ['of'], ['any'], ['person'], ['of'], ['African'], ['descent']]",1.0,1.0,"And second parties as evidenced by the acceptance of this indenture, expressly agree as a part of the consideration for this conveyance, that said property shall be used solely as a place for the burial of the dead of the white race, and that right of interment in Lot or any part thereof, shall not be sold or conveyed to any person or persons of African descent, nor shall any portion of said lot be used for the burial of any person of African descent",[False],[2418206.0],3.6.0
50836940,16423,T4,text_reducer,,,,,,,3.6.0
50836943,16423,T2,text_reducer,,,,,,,3.6.0
50836943,16423,T4,text_reducer,,,,,,,3.6.0
50836946,16423,T2,text_reducer,,,,,,,3.6.0
50836946,16423,T4,text_reducer,,,,,,,3.6.0
50836948,16423,T2,text_reducer,,,,,,,3.6.0
50836948,16423,T4,text_reducer,"[['Charles'], ['W.'], ['White'], ['is'], ['a'], ['party'], ['of'], ['the'], ['first'], ['part']]",1.0,1.0,Charles W. White is a party of the first part,[False],[2182151.0],3.6.0
50836949,16423,T2,text_reducer,"[['(1)'], ['No'], ['property'], ['or'], ['building'], ['shall'], ['owned'], ['or'], ['occupied'], ['by'], ['t'], ['he'], ['colored'], ['race'], ['except'], ['such'], ['buildings'], ['as'], ['may'], ['be'], ['constructed'], ['by'], ['the'], ['owners'], ['and'], ['residents'], ['of'], ['the'], ['property'], ['for'], ['the'], ['use'], ['of'], ['their'], ['servants.']]",1.0,1.0,(1) No property or building shall owned or occupied by t he colored race except such buildings as may be constructed by the owners and residents of the property for the use of their servants.,[False],[2181624.0],3.6.0
50836949,16423,T4,text_reducer,,,,,,,3.6.0
50836955,16423,T2,text_reducer,,,,,,,3.6.0
50836955,16423,T4,text_reducer,,,,,,,3.6.0
50836967,16423,T2,text_reducer,"[['Third:'], ['That'], ['the'], ['premises'], ['shall'], ['not'], ['be'], ['owned'], ['or'], ['occupied'], ['by'], ['negroes'], ['or'], ['persons'], ['of'], ['negro'], ['blood,'], ['provided'], ['that'], ['this'], ['shall'], ['not'], ['be'], ['construed'], ['to'], ['prevent'], ['the'], ['living'], ['upon'], ['premises'], ['of'], ['any'], ['negro'], ['who'], ['is'], ['employed'], ['for'], ['domestic'], ['purposes'], ['by'], ['the'], ['occupants'], ['of'], ['the'], ['dwelling'], ['on'], ['said'], ['land.'], ['Fifth:'], ['All'], ['covenants'], ['binding'], ['upon'], ['the'], ['parties'], ['of'], ['the'], ['second'], ['part'], ['or'], ['their'], ['successors,'], ['heirs'], ['and'], ['assigns,'], ['except'], ['the'], ['third'], ['covenant'], ['concerning'], ['the'], ['occupation'], ['of'], ['the'], ['premises'], ['by'], ['negroes'], ['or'], ['persons'], ['of'], ['negro'], ['blood,'], ['shall'], ['conclude'], ['and'], ['expire'], ['January'], ['1,'], ['1963,'], ['and'], ['that'], ['all'], ['covenants'], ['on'], ['the'], ['part'], ['of'], ['parties'], ['or'], ['the'], ['second'], ['part'], ['shall'], ['be'], ['binding'], ['upon'], ['the'], ['said'], ['parties'], ['of'], ['the'], ['second'], ['part,'], ['their'], ['heirs,'], ['assigns,'], ['and'], ['executors'], ['and'], ['administrators.']]",1.0,1.0,"Third: That the premises shall not be owned or occupied by negroes or persons of negro blood, provided that this shall not be construed to prevent the living upon premises of any negro who is employed for domestic purposes by the occupants of the dwelling on said land. Fifth: All covenants binding upon the parties of the second part or their successors, heirs and assigns, except the third covenant concerning the occupation of the premises by negroes or persons of negro blood, shall conclude and expire January 1, 1963, and that all covenants on the part of parties or the second part shall be binding upon the said parties of the second part, their heirs, assigns, and executors and administrators.",[False],[2367816.0],3.6.0
50836967,16423,T4,text_reducer,,,,,,,3.6.0
50836968,16423,T2,text_reducer,"[['No', 'No'], ['part', 'part'], ['of', 'of'], ['the', 'the'], ['above', 'above'], ['described', 'described'], ['property', 'property'], ['shall', 'shall'], ['be', 'be'], ['sold,', 'sold,'], ['rented', 'rented'], ['or', 'or'], ['otherwise', 'otherwise'], ['disposed', 'disposed'], ['to', 'to'], ['any', 'any'], ['person', 'person'], ['or', 'or'], ['persons', 'persons'], ['of', 'of'], ['African', 'African'], ['descent,', 'descent,'], ['nor', 'nor'], ['occupied', 'occupied'], ['by', 'by'], ['any', 'any'], ['person', 'person'], ['or', 'or'], ['persons', 'persons'], ['of', 'of'], ['African', 'African'], ['descent,', 'decent,'], ['except', 'except'], ['as', 'as'], ['a', 'a'], ['servant', 'servant'], ['of', 'of'], ['a', 'a'], ['white', 'white'], ['person.', 'person']]",2.0,1.95,"No part of the above described property shall be sold, rented or otherwise disposed to any person or persons of African descent, nor occupied by any person or persons of African descent, except as a servant of a white person.","[False, False]","[2181624.0, 2468673.0]",3.6.0
50836968,16423,T4,text_reducer,"[['I'], ['think'], ['this'], ['is'], ['my'], ['house'], ['that'], ['I'], ['bought'], ['19'], ['years'], ['ago'], ['and'], ['currently'], ['live'], ['in.']]",1.0,1.0,I think this is my house that I bought 19 years ago and currently live in.,[False],[2468673.0],3.6.0
50836969,16423,T2,text_reducer,,,,,,,3.6.0
50836969,16423,T4,text_reducer,,,,,,,3.6.0
50836976,16423,T2,text_reducer,,,,,,,3.6.0
50836976,16423,T4,text_reducer,,,,,,,3.6.0
50836979,16423,T2,text_reducer,"[['This'], ['lot'], ['is'], ['subject'], ['to'], ['the'], ['following'], ['restrictions'], ['as'], ['will'], ['appear'], ['from'], ['warranty'], ['deed'], ['dated'], ['January'], ['8,'], ['1908'], ['from'], ['Griswold'], ['Real'], ['Estate'], ['and'], ['Insurance'], ['Company'], ['to'], ['W.'], ['E.'], ['Moss'], ['recorded'], ['in'], ['Deed'], ['Book'], ['37'], ['at'], ['page'], ['484.'], ['""It'], ['is'], ['understood'], ['and'], ['agreeed'], ['between'], ['the'], ['parties'], ['hereto'], ['and'], ['made'], ['a'], ['part'], ['of'], ['this'], ['deed'], ['that'], ['the'], ['lot'], ['herein'], ['described'], ['and'], ['conveyed'], ['shall'], ['never'], ['be'], ['owned'], ['and'], ['occupied'], ['by'], ['a'], ['colored'], ['person'], ['and'], ['that'], ['the'], ['party'], ['of'], ['the'], ['second'], ['part'], ['will'], ['not'], ['dispose'], ['of'], ['the'], ['property'], ['to'], ['a'], ['colored'], ['person""']]",1.0,1.0,"This lot is subject to the following restrictions as will appear from warranty deed dated January 8, 1908 from Griswold Real Estate and Insurance Company to W. E. Moss recorded in Deed Book 37 at page 484. ""It is understood and agreeed between the parties hereto and made a part of this deed that the lot herein described and conveyed shall never be owned and occupied by a colored person and that the party of the second part will not dispose of the property to a colored person""",[False],[2352207.0],3.6.0
50836979,16423,T4,text_reducer,,,,,,,3.6.0
50836980,16423,T2,text_reducer,"[['That', 'That'], ['this', 'this'], ['property', 'property'], ['shall', 'shall'], ['not', 'not'], ['be', 'be'], ['sold', 'sold'], ['to', 'to'], ['anyone', 'anycne'], ['for', 'for'], ['the', 'the'], ['purpose', 'purpose'], ['of', 'of'], ['a', 'a'], ['home', 'home'], ['other', 'other'], ['than', 'than'], ['a', 'a'], ['member', 'member'], ['of', 'of'], ['the', 'the'], ['white', 'white'], ['race.', 'race.']]",2.0,1.9565217391304348,That this property shall not be sold to anyone for the purpose of a home other than a member of the white race.,"[False, False]","[nan, 2443556.0]",3.6.0
50836980,16423,T4,text_reducer,,,,,,,3.6.0
50836981,16423,T2,text_reducer,"[['That'], ['this'], ['property'], ['shall'], ['not'], ['be'], ['sold'], ['to'], ['anyone'], ['for'], ['the'], ['purpose'], ['of'], ['a'], ['home'], ['other'], ['than'], ['a'], ['member'], ['of'], ['the'], ['white'], ['race']]",1.0,1.0,That this property shall not be sold to anyone for the purpose of a home other than a member of the white race,[False],[2293010.0],3.6.0
50836981,16423,T4,text_reducer,"[['10/31/1945,'], ['$'], ['10'], ['and'], ['other'], ['good'], ['and'], ['valuable'], ['consideration']]",1.0,1.0,"10/31/1945, $ 10 and other good and valuable consideration",[False],[2293010.0],3.6.0
50836982,16423,T2,text_reducer,"[['said'], ['property'], ['shall'], ['not'], ['be'], ['owned'], ['or'], ['occupied'], ['by'], ['a'], ['member'], ['of'], ['the'], ['NEGRO'], ['race,']]",1.0,1.0,"said property shall not be owned or occupied by a member of the NEGRO race,",[False],[2465201.0],3.6.0
50836982,16423,T4,text_reducer,,,,,,,3.6.0
50836986,16423,T2,text_reducer,,,,,,,3.6.0
50836986,16423,T4,text_reducer,,,,,,,3.6.0
50836989,16423,T2,text_reducer,,,,,,,3.6.0
50836989,16423,T4,text_reducer,,,,,,,3.6.0
50836990,16423,T2,text_reducer,"[['Third:'], ['That'], ['the'], ['premises'], ['shall'], ['not'], ['be'], ['owned'], ['or'], ['occupied'], ['by'], ['negroes'], ['or'], ['persons'], ['of'], ['negro'], ['blood,'], ['provided'], ['that'], ['this'], ['shall'], ['not'], ['be'], ['construed'], ['to'], ['prevent'], ['the'], ['living'], ['upon'], ['the'], ['premises'], ['of'], ['any'], ['negro'], ['who'], ['is'], ['employed'], ['for'], ['domestic'], ['purposes'], ['by'], ['the'], ['occupants'], ['of'], ['the'], ['dwelling'], ['on'], ['said'], ['land.']]",1.0,1.0,"Third: That the premises shall not be owned or occupied by negroes or persons of negro blood, provided that this shall not be construed to prevent the living upon the premises of any negro who is employed for domestic purposes by the occupants of the dwelling on said land.",[False],[2455954.0],3.6.0
50836990,16423,T4,text_reducer,,,,,,,3.6.0
50836991,16423,T2,text_reducer,"[['the'], ['premises'], ['shall'], ['not'], ['be'], ['owned'], ['or'], ['occupied'], ['by'], ['negroes'], ['or'], ['persons'], ['of'], ['negro'], ['blood,'], ['provided'], ['that'], ['this'], ['shall'], ['not'], ['be'], ['construed'], ['to'], ['prevent'], ['the'], ['living'], ['upon'], ['the'], ['premises'], ['of'], ['any'], ['negro'], ['who'], ['is'], ['employed'], ['for'], ['domestic'], ['purposes'], ['by'], ['the'], ['occupants'], ['of'], ['the'], ['dwelling'], ['on'], ['said'], ['land']]",1.0,1.0,"the premises shall not be owned or occupied by negroes or persons of negro blood, provided that this shall not be construed to prevent the living upon the premises of any negro who is employed for domestic purposes by the occupants of the dwelling on said land",[False],[nan],3.6.0
50836991,16423,T4,text_reducer,"[['lot'], ['9,'], ['block'], ['p,'], ['section'], ['2;'], ['$'], ['10']]",1.0,1.0,"lot 9, block p, section 2; $ 10",[False],[nan],3.6.0
50836992,16423,T2,text_reducer,"[['Third:'], ['That'], ['the'], ['premises'], ['shall'], ['not'], ['be'], ['owned'], ['or'], ['occupied'], ['by'], ['negroes'], ['or'], ['persons'], ['of'], ['negro'], ['blood,'], ['provided'], ['that'], ['this'], ['shall'], ['not'], ['be'], ['construed'], ['to'], ['prevent'], ['the'], ['living'], ['upon'], ['the'], ['premises'], ['of'], ['any'], ['negro'], ['who'], ['is'], ['employed'], ['for'], ['domestic'], ['purposes'], ['by'], ['the'], ['occupants'], ['of'], ['the'], ['dwelling'], ['on'], ['said'], ['land.']]",1.0,1.0,"Third: That the premises shall not be owned or occupied by negroes or persons of negro blood, provided that this shall not be construed to prevent the living upon the premises of any negro who is employed for domestic purposes by the occupants of the dwelling on said land.",[False],[nan],3.6.0
50836992,16423,T4,text_reducer,"[['Note'], ['the'], ['fifth'], ['covenant,'], ['which'], ['states'], ['that'], ['the'], ['racial'], ['covenant'], ['(third'], ['item)'], ['expires'], ['on'], ['January'], ['1,'], ['1963.']]",1.0,1.0,"Note the fifth covenant, which states that the racial covenant (third item) expires on January 1, 1963.",[False],[nan],3.6.0
50836994,16423,T2,text_reducer,"[['Third:'], ['That'], ['the'], ['premises'], ['shall'], ['not'], ['be'], ['owned'], ['or'], ['occupied'], ['by'], ['negroes'], ['or'], ['persons'], ['of'], ['negro'], ['blood,'], ['provided'], ['that'], ['this'], ['shall'], ['not'], ['be'], ['construed'], ['to'], ['prevent'], ['the'], ['living'], ['upon'], ['the'], ['premises'], ['of'], ['any'], ['negro'], ['who'], ['is'], ['employed'], ['for'], ['domestic'], ['purposes'], ['by'], ['the'], ['occupants'], ['of'], ['the'], ['dwelling'], ['on'], ['said'], ['land.']]",1.0,1.0,"Third: That the premises shall not be owned or occupied by negroes or persons of negro blood, provided that this shall not be construed to prevent the living upon the premises of any negro who is employed for domestic purposes by the occupants of the dwelling on said land.",[False],[2182151.0],3.6.0
50836994,16423,T4,text_reducer,,,,,,,3.6.0
50836996,16423,T2,text_reducer,"[['Third:'], ['That'], ['the'], ['premises'], ['shall'], ['not'], ['be'], ['owned'], ['or'], ['occupied'], ['by'], ['negroes'], ['or'], ['persons'], ['of'], ['negro'], ['blood,'], ['provided'], ['that'], ['this'], ['shall'], ['not'], ['be'], ['construed'], ['to'], ['prevent'], ['the'], ['living'], ['upon'], ['the'], ['premises'], ['of'], ['any'], ['negro'], ['who'], ['is'], ['employed'], ['for'], ['domestic'], ['purposes'], ['by'], ['the'], ['occupants'], ['of'], ['the'], ['dwelling'], ['on'], ['said'], ['land.']]",1.0,1.0,"Third: That the premises shall not be owned or occupied by negroes or persons of negro blood, provided that this shall not be construed to prevent the living upon the premises of any negro who is employed for domestic purposes by the occupants of the dwelling on said land.",[False],[2293010.0],3.6.0
50836996,16423,T4,text_reducer,"[['1946.'], ['$'], ['10.'], ['..each'], ['dwelling...shall'], ['cost'], ['not'], ['less'], ['than'], ['Two'], ['Thousand'], ['Five'], ['Hundred'], ['Dollars...']]",1.0,1.0,1946. $ 10. ..each dwelling...shall cost not less than Two Thousand Five Hundred Dollars...,[False],[2293010.0],3.6.0
50836997,16423,T2,text_reducer,"[['That'], ['the'], ['premises'], ['shall'], ['not'], ['be'], ['owned'], ['or'], ['occupied'], ['be'], ['negroes'], ['or'], ['persons'], ['of'], ['negro'], ['blood,'], ['provided'], ['that'], ['this'], ['shall'], ['not'], ['be'], ['construed'], ['to'], ['prevent'], ['the'], ['living'], ['upon'], ['the'], ['premises'], ['of'], ['any'], ['negro'], ['who'], ['is'], ['employed'], ['for'], ['domestic'], ['purposes'], ['by'], ['the'], ['occupants'], ['of'], ['the'], ['dwelling'], ['on'], ['said'], ['land.'], ['All'], ['covenants'], ['binding'], ['upon'], ['the'], ['parties'], ['of'], ['the'], ['second'], ['part'], ['of'], ['their'], ['successors,'], ['heirs'], ['and'], ['assigns'], ['except'], ['the'], ['third'], ['covenant'], ['concerning'], ['the'], ['occupation'], ['of'], ['the'], ['premises'], ['by'], ['negroes'], ['or'], ['persons'], ['of'], ['negro'], ['blood,'], ['shall'], ['conclude'], ['and'], ['expire'], ['January'], ['1,'], ['1963'], ['and'], ['that'], ['all'], ['covenants'], ['on'], ['the'], ['part'], ['of'], ['the'], ['parties'], ['of'], ['the'], ['second'], ['part'], ['shall'], ['be'], ['binding'], ['upon'], ['the'], ['said'], ['parties'], ['of'], ['the'], ['second'], ['part,'], ['their'], ['heirs,'], ['assigns,'], ['executors'], ['and'], ['administrators.']]",1.0,1.0,"That the premises shall not be owned or occupied be negroes or persons of negro blood, provided that this shall not be construed to prevent the living upon the premises of any negro who is employed for domestic purposes by the occupants of the dwelling on said land. All covenants binding upon the parties of the second part of their successors, heirs and assigns except the third covenant concerning the occupation of the premises by negroes or persons of negro blood, shall conclude and expire January 1, 1963 and that all covenants on the part of the parties of the second part shall be binding upon the said parties of the second part, their heirs, assigns, executors and administrators.",[False],[nan],3.6.0
50836997,16423,T4,text_reducer,"[['That'], ['the'], ['premises'], ['shall'], ['not'], ['be'], ['owned'], ['or'], ['occupied'], ['be'], ['negroes'], ['or'], ['persons'], ['of'], ['negro'], ['blood,'], ['provided'], ['that'], ['this'], ['shall'], ['not'], ['be'], ['construed'], ['to'], ['prevent'], ['the'], ['living'], ['upon'], ['the'], ['premises'], ['of'], ['any'], ['negro'], ['who'], ['is'], ['employed'], ['for'], ['domestic'], ['purposes'], ['by'], ['the'], ['occupants'], ['of'], ['the'], ['dwelling'], ['on'], ['said'], ['land.']]",1.0,1.0,"That the premises shall not be owned or occupied be negroes or persons of negro blood, provided that this shall not be construed to prevent the living upon the premises of any negro who is employed for domestic purposes by the occupants of the dwelling on said land.",[False],[nan],3.6.0
50837002,16423,T2,text_reducer,"[['That'], ['the'], ['above'], ['described'], ['premises'], ['shall'], ['not'], ['be'], ['occupied'], ['by'], ['negroes,'], ['except'], ['domestic'], ['servants'], ['and'], ['their'], ['families,'], ['employed'], ['by'], ['the'], ['owner'], ['of'], ['the'], ['above'], ['described'], ['premises,'], ['nor'], ['shall'], ['said'], ['land'], ['ever'], ['be'], ['sold,'], ['devised,'], ['leased'], ['or'], ['rented'], ['to'], ['any'], ['person'], ['not'], ['of'], ['the'], ['Caucasion'], ['race,'], ['nor'], ['shall'], ['the'], ['title'], ['to'], ['said'], ['lands'], ['ever'], ['become'], ['vested'], ['in'], ['whole'], ['or'], ['in'], ['part'], ['of'], ['remain'], ['in'], ['any'], ['person'], ['not'], ['of'], ['said'], ['race,'], ['nor'], ['in'], ['any'], ['corporation'], ['or'], ['association'], ['operated'], ['or'], ['controlled'], ['by'], ['any'], ['person'], ['not'], ['of'], ['said'], ['race.']]",1.0,1.0,"That the above described premises shall not be occupied by negroes, except domestic servants and their families, employed by the owner of the above described premises, nor shall said land ever be sold, devised, leased or rented to any person not of the Caucasion race, nor shall the title to said lands ever become vested in whole or in part of remain in any person not of said race, nor in any corporation or association operated or controlled by any person not of said race.",[False],[2143993.0],3.6.0
50837002,16423,T4,text_reducer,,,,,,,3.6.0
50837003,16423,T2,text_reducer,"[['', 'This'], ['', 'property'], ['', 'shall'], ['', 'be'], ['', 'used'], ['', 'for'], ['', 'residential'], ['', 'purposes'], ['', 'only'], ['', 'and'], ['', 'no'], ['', 'building'], ['', 'other'], ['', 'than'], ['', 'residences,'], ['', 'except'], ['', 'garages'], ['', 'or'], ['', 'outhouses'], ['', 'for'], ['', 'domestic'], ['', 'purposes'], ['', 'shall'], ['', 'be'], ['', 'built'], ['', 'there'], ['', 'on'], ['and', 'and'], ['said', 'said'], ['property', 'property'], ['shall', 'shall'], ['not', 'not'], ['be', 'be'], ['owned', 'owned'], ['or', 'or'], ['occupied', 'occupied'], ['by', 'by'], ['a', 'a'], ['member', 'member'], ['of', 'of'], ['the', 'the'], ['Negro', 'Negro'], ['race', 'race'], ['except', 'except'], ['such', 'such'], ['building', 'building'], ['as', 'as'], ['may', 'may'], ['be', 'be'], ['constructed', 'constacted'], ['by', 'by'], ['the', 'the'], ['owners', 'owners'], ['and', 'and'], ['residents', 'residents'], ['for', 'for'], ['the', 'the'], ['use', 'use'], ['of', 'of'], ['their', 'their'], ['servants.', 'servants.']]",2.0,1.540983606557377,"This property shall be used for residential purposes only and no building other than residences, except garages or outhouses for domestic purposes shall be built there on and said property shall not be owned or occupied by a member of the Negro race except such building as may be constructed by the owners and residents for the use of their servants.","[False, False]","[2143993.0, 2170255.0]",3.6.0
50837003,16423,T4,text_reducer,,,,,,,3.6.0
50837004,16423,T2,text_reducer,,,,,,,3.6.0
50837004,16423,T4,text_reducer,"[['One'], ['of'], ['the'], ['parties'], ['has'], ['the'], ['surname'], ['White']]",1.0,1.0,One of the parties has the surname White,[False],[2181624.0],3.6.0
50837005,16423,T2,text_reducer,"[['(4)'], ['No'], ['person'], ['of'], ['any'], ['race'], ['other'], ['than'], ['the'], ['white'], ['race'], ['shall'], ['use'], ['or'], ['occupy'], ['any'], ['building'], ['on'], ['above'], ['lot,'], ['except'], ['that'], ['this'], ['covenant'], ['shall'], ['not'], ['prevent'], ['occupancy'], ['be'], ['domestic'], ['servants'], ['of'], ['a'], ['difference'], ['race'], ['domiciled'], ['with'], ['owner'], ['or'], ['tenant.']]",1.0,1.0,"(4) No person of any race other than the white race shall use or occupy any building on above lot, except that this covenant shall not prevent occupancy be domestic servants of a difference race domiciled with owner or tenant.",[False],[2418206.0],3.6.0
50837005,16423,T4,text_reducer,,,,,,,3.6.0
50837006,16423,T2,text_reducer,"[['', 'Third:'], ['That', 'That'], ['the', 'the'], ['premises', 'premises'], ['shall', 'shall'], ['not', 'not'], ['be', 'be'], ['owned', 'owned'], ['or', 'or'], ['occupied', 'occupied'], ['by', 'by'], ['negroes', 'negroes'], ['or', 'or'], ['persons', 'persons'], ['of', 'of'], ['negro', 'negro'], ['blood,', 'blood,'], ['provided', 'provided'], ['that', 'that'], ['this', 'this'], ['shall', 'shall'], ['not', 'not'], ['be', 'be'], ['construed', 'construed'], ['to', 'to'], ['prevent', 'prevent'], ['the', 'the'], ['living', 'living'], ['upon', 'upon'], ['the', 'the'], ['premises', 'premises'], ['of', 'of'], ['any', 'any'], ['negro', 'negro'], ['who', 'who'], ['is', 'is'], ['employed', 'employed'], ['for', 'for'], ['domestic', 'domestic'], ['purposes', 'purposes'], ['by', 'by'], ['the', 'the'], ['occupants', 'occupants'], ['of', 'of'], ['the', 'the'], ['dwelling', 'dwelling'], ['on', 'on'], ['said', 'said'], ['land.', 'land.'], ['', 'Fifth:'], ['', 'All'], ['', 'covenants'], ['', 'binding'], ['', 'upon'], ['', 'the'], ['', 'parties'], ['', 'of'], ['', 'the'], ['', 'second'], ['', 'part'], ['', 'or'], ['', 'their'], ['', 'successors,'], ['', 'heir'], ['', 'and'], ['', 'assigns,'], ['', 'except'], ['', 'the'], ['', 'third'], ['', 'covenant'], ['', 'concerning'], ['', 'the'], ['', 'occupation'], ['', 'of'], ['', 'the'], ['', 'premises'], ['', 'by'], ['', 'negroes'], ['', 'or'], ['', 'persons'], ['', 'of'], ['', 'negro'], ['', 'blood,'], ['', 'shall'], ['', 'conclude'], ['', 'and'], ['', 'expire'], ['', 'January'], ['', '1,'], ['', '1963,'], ['', 'and'], ['', 'that'], ['', 'all'], ['', 'covenants'], ['', 'on'], ['', 'the'], ['', 'part'], ['', 'of'], ['', 'the'], ['', 'parties'], ['', 'of'], ['', 'the'], ['', 'second'], ['', 'part'], ['', 'shall'], ['', 'be'], ['', 'binding'], ['', 'upon'], ['', 'the'], ['', 'said'], ['', 'parties'], ['', 'of'], ['', 'the'], ['', 'second'], ['', 'part,'], ['', 'their'], ['', 'heirs,'], ['', 'assigns,'], ['', 'executors'], ['', 'and'], ['', 'administrators.']]",2.0,1.396694214876033,"Third: That the premises shall not be owned or occupied by negroes or persons of negro blood, provided that this shall not be construed to prevent the living upon the premises of any negro who is employed for domestic purposes by the occupants of the dwelling on said land. Fifth: All covenants binding upon the parties of the second part or their successors, heir and assigns, except the third covenant concerning the occupation of the premises by negroes or persons of negro blood, shall conclude and expire January 1, 1963, and that all covenants on the part of the parties of the second part shall be binding upon the said parties of the second part, their heirs, assigns, executors and administrators.","[False, False]","[nan, 2293010.0]",3.6.0
50837006,16423,T4,text_reducer,"[['This', '9/8/47,'], ['covenant', '$'], ['will', ''], ['run', ''], ['with', ''], ['land', ''], ['until', ''], ['it', ''], ['expires', ''], ['on', ''], ['January', ''], ['1,', '10'], ['1963.', '']]",2.0,1.0,"This covenant will run with land until it expires on January 1, 1963.","[False, False]","[nan, 2293010.0]",3.6.0
50837017,16423,T2,text_reducer,,,,,,,3.6.0
50837017,16423,T4,text_reducer,,,,,,,3.6.0
50837020,16423,T2,text_reducer,"[['That'], ['the'], ['said'], ['property'], ['shall'], ['not'], ['be'], ['sold,'], ['leased'], ['or'], ['rented'], ['to'], ['any'], ['negro'], ['or'], ['person'], ['of'], ['African'], ['descent.']]",1.0,1.0,"That the said property shall not be sold, leased or rented to any negro or person of African descent.",[False],[nan],3.6.0
50837020,16423,T4,text_reducer,,,,,,,3.6.0
50837024,16423,T2,text_reducer,"[['It'], ['is'], ['further'], ['understood'], ['and'], ['agreed'], ['that'], ['said'], ['lot'], ['shall'], ['never'], ['be'], ['owned'], ['of'], ['[sic]'], ['occupied'], ['by'], ['a'], ['colored'], ['person.']]",1.0,1.0,It is further understood and agreed that said lot shall never be owned of [sic] occupied by a colored person.,[False],[2468673.0],3.6.0
50837024,16423,T4,text_reducer,,,,,,,3.6.0
50837025,16423,T2,text_reducer,"[['It'], ['is'], ['further'], ['understood'], ['and'], ['agreed'], ['that'], ['said'], ['lot'], ['shall'], ['never'], ['be'], ['owned'], ['or'], ['occupied'], ['by'], ['a'], ['colored'], ['person.']]",1.0,1.0,It is further understood and agreed that said lot shall never be owned or occupied by a colored person.,[False],[2417754.0],3.6.0
50837025,16423,T4,text_reducer,,,,,,,3.6.0
50837027,16423,T2,text_reducer,"[['It'], ['is'], ['further'], ['understood'], ['and'], ['agreed'], ['that'], ['said'], ['lot'], ['shall'], ['never'], ['be'], ['owned'], ['or'], ['occupied'], ['by'], ['a'], ['colored'], ['person.']]",1.0,1.0,It is further understood and agreed that said lot shall never be owned or occupied by a colored person.,[False],[2468673.0],3.6.0
50837027,16423,T4,text_reducer,,,,,,,3.6.0
50837028,16423,T2,text_reducer,,,,,,,3.6.0
50837028,16423,T4,text_reducer,,,,,,,3.6.0
